78	2	En "Jurassic World", que empresa compra InGen y crea Jurassic World?	Corporacion Masrani Global
79	2	En "Rick and Morty", quien disparo a "Sr. Poopybutthole" en el episodio "Total Rickall"?	Beth
80	2	Que banda lanzo en 2006 su album debut "A Fever You Can't Sweat Out"?	Panic! At the Disco
81	2	En Two and a Half Men, cual es el nombre del hijo de Alan Harper?	Jake
82	2	Con que se pago a la mayoria de los extras de Mad Max (1979) para reducir costos?	Cerveza
83	2	En que ano Clint Eastwood actuo como el Inspector Harry Callahan en la pelicula "Dirty Harry"?	1971
84	2	En que ano se lanzo el album de Megadeth "Peace Sells... but Who's Buying?"?	1986
85	2	En que pelicula hizo Johnny Depp su debut en la pantalla grande?	A Nightmare on Elm Street
86	2	Metallica colaboro con Mr Bean de Rowan Atkinson en un sencillo de alivio comico de 1992.	Falso
87	2	Michael Jackson escribio la cancion de Los Simpson "Do the Bartman".	Falso
88	2	Nick Mason es el unico miembro en aparecer en todos los albumes de Pink Floyd.	Verdadero
89	2	En el episodio "Total Rickall" de la serie "Rick and Morty", quien era un parasito?	Lapicestre
90	2	El album de debut de Pink Guy fue "Pink Season".	Falso
91	2	El nombre real del rapero Snoop Dogg es 'Cordozar Calvin Broadus, Jr.'.	Verdadero
92	2	De que album es la cancion "Give It Away" de Red Hot Chili Peppers?	Blood Sugar Sex Magik
93	2	En cual de sus canciones aparece la linea homonima de The Who, "Teenage Wasteland"?	Baba O' Riley
94	2	El color de las pastillas en Matrix eran Azul y Amarillo.	Falso
95	2	La pelicula "2001: Una odisea del espacio" se estreno el 31 de diciembre de 2000.	Falso
96	2	De cual ciudad inglesa es la banda de heavy metal Black Sabbath?	Birmingham
97	2	La cantante Billie Holiday tambien era conocida como "Lady Day".	Verdadero
98	2	La cancion "Mystery Train" fue lanzada por el artista "Little Junior's Blue Flames" en 1953.	Verdadero
99	2	El arma que Clint Eastwood usa en "Dirty Harry" fue una .44 Automag.	Falso
100	2	Que programa de television trata sobre un abuelo que arrastra a su nieto en aventuras?	Rick y Morty
101	2	Que raza de perro era Marley en la pelicula "Marley & Me" (2008)?	Labrador Retriever
102	2	Que mostraba la primera pelicula en movimiento?	Un caballo galopando
103	2	Que significa TIE en referencia al Caza TIE en "Star Wars"?	Motor de Ion Gemelo
104	2	Como se llama la guitarra de Brian May?	Guitarra Roja Especial
105	2	Cual es el album mas vendido de todos los tiempos entre 1976 y 2018?	Suspenso
106	2	Cual es el nombre de nacimiento de Michael Caine?	Maurice Micklewhite
107	2	Cual es la primera cancion del album 808s & Heartbreak de Kanye West?	Dilo que haras
108	2	Cual es el nombre del personaje de James Dean en la pelicula de 1955 "Rebelde sin causa"?	Jim Stark
109	2	Cual es el nombre de la primera pelicula de "Star Wars" por orden de lanzamiento?	Una nueva esperanza
110	2	Cual es el nombre del caballo de carreras al que Tony Soprano se encarina?	Pie-O-Mi
111	2	Cual es la cancion de apertura en Pure Heroine de Lorde?	Cancha de Tenis
112	2	Cual fue el album mas vendido de 2015?	Adele, 25
113	2	Cual fue el primer videoclip transmitido en MTV?	El video mato a la estrella de la radio
114	2	Cual era el nombre del planeta en "Aliens"?	LV-426
115	2	Cual es el nombre de pila del Dr. Dofenshmirtz?	Heinz
116	2	Cual es la metrica mas comun para las canciones de rock?	4/4
117	2	Cuando se transmitio por primera vez la serie de television Rick and Morty en Adult Swim?	2013
118	2	Que banda de los 80 esta liderada por el cantante/guitarrista Robert Smith?	The Cure
119	2	Cual villano de Batman es Mark Hamill conocido por haber doblado?	El Payaso
120	2	Cual actor audiciono para el papel de Luke Skywalker?	Kurt Russell
121	2	Que actriz interpreto a la Dra. Grace Augustine en la pelicula "Avatar" de James Cameron?	Sigourney Weaver
122	2	Que exmiembro de una banda de chicos lanzo el exitoso sencillo en solitario "Angels" en 1997?	Robbie Williams
123	2	Que miembro de "The Beatles" narro episodios de "Thomas the Tank Engine"?	Ringo Starr
124	2	Cual de los miembros de la banda Beatles esta descalzo en la portada del album 'Abbey Road'?	Paul McCartney
125	2	Cual es el pueblo donde transcurre la pelicula de Disney Herbie, loco de amor (1968)?	San Francisco
126	2	Cual fue la primera pelicula de Alfred Hitchcock filmada en color?	Cuerda
127	2	En que ano se lanzo el primer YouTube Rewind oficial?	2010
128	2	Quien dirigio la pelicula de 1973 "American Graffiti"?	George Lucas
129	2	Quien tuvo un exito numero 1 en EE.UU. y Reino Unido en 1962 con el instrumental 'Telstar'?	Los Tornados
130	2	Quien es el vocalista y lider de la banda de rock "Guns N' Roses"?	Axl Rose
131	2	Quien interpreto a Thanos en Avengers: Infinity War y Avengers: End Game?	Josh Brolin
132	2	Quien interpreto a la Camarera en el sketch de Spam de "Monty Python's Flying Circus"?	Terry Jones
133	2	Quien canto la cancion del tema de apertura de la pelicula de James Bond de 1995 'Goldeneye'?	Tina Turner
134	2	Quien fue el primer ganador de Big Brother US en ganar con un juego perfecto?	Dan Gheesling
135	2	Quien era el miembro mas antiguo de The Beatles?	Ringo Starr
136	2	Quien fue el ganador de "Big Brother" Temporada 10?	Dan Gheesling
137	3	Despues de su derrota en la Batalla de Waterloo, a que isla fue exiliado Napoleon Bonaparte?	Santa Elena
138	3	Durante las invasiones mongolas de Japon, que detuvo principalmente los barcos mongoles?	Tifones
139	3	George W. Bush perdio el voto popular en la eleccion presidencial de Estados Unidos de 2004.	Falso
140	3	Como llamaban los vikingos a su colonia de corta duracion en el Canada actual?	Tierra de Vinedos
141	3	Cuanto tiempo duro la Segunda Guerra Mundial?	6 anos
142	3	Cuanto tiempo duro el Levantamiento de Varsovia durante la Segunda Guerra Mundial?	63 Dias
143	3	Cuantos anos tenia Adolf Hitler cuando murio?	cincuenta y seis
144	3	En que ano ocurrio el Crash de Videojuegos de America del Norte?	1983
145	3	En que ano fue liberado Nelson Mandela de la prision?	1990
146	3	En que dia invadio Alemania a Polonia?	1 de septiembre de 1939
147	3	Pianista Frederic Chopin fue compositor de que era musical?	Romantico
148	3	Rusia aprobo una ley en 2013 que prohibe decirles a los ninos que los homosexuales existen.	Verdadero
149	3	La Batalla del Somme en la Primera Guerra Mundial tuvo lugar en que pais?	Francia
150	3	La Guerra Fria termino con la muerte de Jose Stalin.	Falso
151	3	La Casa Fallingwater, ubicada en Pensilvania, fue disenada por que arquitecto?	Frank Lloyd Wright
152	3	Que emperador del Imperio Bizantino encargo la construccion de la Hagia Sophia?	Justiniano I
153	3	La S en Harry S. Truman significa "Solomon".	Falso
154	3	El Spitfire L.F. Mk IX tenia que motor?	Merlin 66
155	3	Las protestas de la Plaza de Tiananmen de 1989 se llevaron a cabo en Hong Kong.	Falso
156	3	Estados Unidos fue miembro de la Liga de las Naciones.	Falso
157	3	De que nacionalidad era el creador de la Cifra y Maquina Enigma?	Aleman
158	3	El hombre que disparo a Alexander Hamilton se llamaba Aaron Burr.	Verdadero
159	3	Theresa May fue la primera ministra del Reino Unido.	Falso
160	3	Estos dos paises mantuvieron una mancomunidad del siglo XVI al XVIII.	Polonia y Lituania
161	3	A que edad murio el Rey Enrique V?	treinta y cinco
162	3	Que candidato gano la Eleccion Presidencial de los EE.UU. de 2012?	Barack Obama
163	3	Que dia comenzo la Batalla de Gettysburg?	1 de julio de 1863
164	3	Que dispensaban las primeras maquinas expendedoras a principios de los anos 1880?	Tarjetas postales
165	3	Que evento marco el inicio de la Segunda Guerra Mundial?	Invasion de Polonia (1939)
166	3	A que evento historico hacia referencia la Obertura 1812 de Tchaikovsky?	Las Guerras Napoleonicas
167	3	Cual es el nombre completo del ex presidente de Estados Unidos Bill Clinton?	William Jefferson Clinton
168	3	Cual es el evento mas sangriento en la historia de Estados Unidos, en terminos de bajas?	Batalla de Antietam
169	3	Cual es el nombre del famoso lider apache que murio en 1909 a los 70 anos de edad?	Jeronimo
170	3	Que numero representa el numeral romano "D"?	quinientos
171	3	Cual era el nombre real de Gengis Khan?	Temujin
172	3	Cual era el nombre de Napoleon Bonaparte antes de cambiarlo?	Napoleon Bonaparte
173	3	Cual fue la ultima colonia que el Reino Unido cedio marcando el fin del Imperio Britanico?	Hong Kong
174	3	Cual fue el nombre del primer asentamiento ingles permanente en America?	Jamestown
175	3	Cual fue la moneda oficial alemana hasta 2002?	Marcos
176	3	Cual era el nombre original de la Ciudad de Nueva York?	Nueva Amsterdam
177	3	En que ano se instituyeron las Reformas Marianas en la Republica Romana?	107 AEC
178	3	Cuando Canada se separo de la confederacion para convertirse en su propia nacion?	1 de julio de 1867
179	3	Cuando comenzo la Batalla del Somme?	1 de julio de 1916
180	3	Cuando concluyo la Gran Guerra Patriotica en la URSS?	9 de mayo de 1945
181	3	Donde nacio Napoleon Bonaparte?	Corcega
182	3	Cual fue la ultima mision Apolo del programa Apolo de la NASA?	Apolo 17
183	3	Que general nazi era conocido como el "Zorro del Desierto"?	Erwin Rommel
184	3	Cual fue el primer estado estadounidense que permitio a las mujeres votar en 1869?	Wyoming
185	3	Que as de tanques de la Segunda Guerra Mundial es acreditado por haber destruido mas tanques?	Kurt Knispel
186	3	Que edificio fue incendiado el 24 de agosto de 1812?	La Casa Blanca
187	3	Que dia comenzo la Primera Guerra Mundial?	28 de julio
188	3	Cual dictador mato a mas personas?	Mao Zedong
189	3	Que juego fue el Juego del Ano en 2018?	Dios de la Guerra
190	3	Quien asesino al presidente James A. Garfield?	Carlos Guiteau
191	3	Quien corono a Carlomagno como Emperador del Sacro Imperio Romano el dia de Navidad en 800?	Papa Leon III
192	3	Quien lidero Francia durante el "Reinado del Terror"?	Maximilien Robespierre
193	3	Quien fue el 45o Presidente de los Estados Unidos?	Donald Trump
194	3	Quien fue el Presidente de los Estados Unidos durante la firma de la Compra de Gadsden?	Franklin Pierce
195	3	Quien era el Primer Ministro de Japon cuando Japon declaro la guerra a Estados Unidos?	Hideki Tojo
196	3	Quien fue el primer hombre en viajar al espacio exterior?	Yuri Gagarin
197	3	Quien fue el primer presidente de Kenia?	Jomo Kenyatta
198	3	Quien fue el primer gobernante de Haiti despues de que el pais obtuvo su independencia?	Jean-Jacques Dessalines
199	3	Quien fue la primera esposa del Rey Enrique VIII?	Catalina de Aragon
200	3	Quien fue el lider de Suecia en la Gran Guerra del Norte?	Carlos XII
201	3	Con cual filosofo griego asociarias la frase "Se que no se nada"?	Socrates
202	4	Que color se produce al mezclar negro y blanco?	Gris
203	4	Segun la mitologia griega, Atlas era un dios olimpico.	Falso
204	4	Segun la mitologia nordica, Loki es una madre.	Verdadero
205	4	El lugar de nacimiento y muerte de Albrecht Durer fueron en...	Nuremberg
206	4	El Anj es el jeroglifico egipcio para que?	Vida
207	4	Por que nombre era mejor conocido el autor Eric Blair?	George Orwell
208	4	Por que apodo se conoce a Jack Dawkins en la novela de Charles Dickens, 'Oliver Twist'?	El Astuto Evasivo
209	4	Dracula es destruido por el contacto con la luz solar	Falso
210	4	Hel era la hija de que figura de la mitologia nordica?	Loki
211	4	Hera es la diosa de...	Matrimonio
212	4	Cuantos libros de Harry Potter hay?	siete
213	4	En la mitologia griega, quien es el dios del vino?	Dioniso
214	4	En Romance of the Three Kingdoms, quien no fue miembro del Juramento del Jardin de Duraznos?	Zhao Yun
215	4	En la mayoria de las tradiciones, quien fue la esposa de Zeus?	Hera
216	4	En la serie de "Harry Potter", cual es el nombre completo del Director Dumbledore?	Albus Percival Wulfric Brian Dumbledore
217	4	En la mitologia griega, la Gorgona puede convertir en piedra a quienes la miran.	Verdadero
218	4	En el universo de Magic: The Gathering, en que plano tiene lugar la expansion Homelands?	Ulgrotha
219	4	Jano fue el dios romano de las puertas y los pasos.	Verdadero
220	4	Leonardo da Vinci no fue el creador de la Mona Lisa.	Falso
221	4	El Mona Lisa de Leonardo da Vinci no tiene cejas.	Verdadero
222	4	El nombre griego de Neptuno fue...	Poseidon
223	4	De que mitologia es Nidhogg una criatura mitologica?	Nordico
224	4	Originalmente, el personaje Charlie de Charlie y la fabrica de chocolate iba a ser negro.	Verdadero
225	4	Stephen Chbosky escribio el libro "Las ventajas de ser un marginado".	Verdadero
226	4	Talos, el hombre de bronce gigante mitologico, fue el protector de que isla?	Creta
227	4	El dios romano "Jupiter" era conocido primero como "Zeus" por los griegos.	Verdadero
228	4	El libro "El Principito" fue escrito por...	Antoine de Saint-Exupery
229	4	Que estructura inmensa se menciona en la mitologia nordica como Yggdrasil?	Arbol
230	4	Cual es el segundo nombre de Ron Weasley?	Bilio
231	4	Cual es el cuarto libro del Antiguo Testamento?	Numeros
232	4	Cual es el nombre del dios griego de las muertes pacificas?	Tanatos
233	4	Cual es el nombre del arte japones de doblar papel en formas y figuras decorativas?	papiroflexia
234	4	Cual es el nombre del perro de tres cabezas en Harry Potter y la Piedra Filosofal?	Esponjoso
235	4	Cual es el nombre del pueblo en el que estan enterrados Lily y James Potter?	Godric's Hollow
236	4	Cual fue la nacionalidad del pintor surrealista Salvador Dali?	Espanol
237	4	Que posicion juega Harry Potter en el Quidditch?	Buscador
238	4	Cual fue la primera tecnica fotografica exitosa y comercialmente viable?	El Daguerrotipo
239	4	Cual fue la distincion principal entre los estilos gotico ingles y frances de la arquitectura?	Boveda de abanico
240	4	Que punto debil de Aquiles fue explotado por el principe troyano, Paris?	Talon
241	4	En que ano se termino la Mona Lisa?	1504
242	4	Cual es el nombre del papa de Harry Potter?	James Potter
243	4	Que escultor griego diseno la estatua Atenea Partenon dentro del Partenon?	Fidias
244	4	Que movimiento artistico fue que Pablo Picasso es conocido por cofundar?	Cubismo
245	4	Que artista es famoso por cortarse la oreja?	Vincent van Gogh
246	4	Que libro clasico comienza con la linea "Llamame Ismael"?	Moby Dick
247	4	Que personaje clasico de horror mato a Elizabeth Lavenza?	La Criatura de Frankenstein
248	4	Que libro famoso tiene el subtitulo 'El Prometeo Moderno'?	Frankenstein
249	4	Que famoso novelista de espias escribio el cuento infantil "Chitty-Chitty-Bang-Bang"?	Ian Fleming
250	4	Cual era el condado ingles ficticio que fue el escenario de las novelas de Thomas Hardy?	Sajonia Occidental
251	4	Cual pintura no fue hecha por Vincent Van Gogh?	La Novena Ola
252	4	Que indicador de compas es comunmente conocido como "Compas de corte"?	2/2
253	4	Quien diseno el logotipo de Chupa Chups?	Salvador Dali
254	4	Quien es el dios egipcio de la reproduccion y la lechuga?	Min
255	4	Quien es el hijo del dios Loki?	Fenrir
256	4	Quien es el padre de Icaro, quien volo demasiado cerca del sol?	Dedalo
257	4	Quien es el protagonista del libro "El guardian entre el centeno" de J.D. Salinger	Holden Caulfield
258	4	Quien pinto "American Gothic"?	Grant Wood
259	4	Quien pinto "Cisnes reflejados en elefantes", "Sueno" y "La persistencia de la memoria"?	Salvador Dali
260	4	Quien pinto La Noche Estrellada?	Vincent van Gogh
261	4	Quien pinto la Mona Lisa?	Leonardo da Vinci
262	4	Quien pinto la Capilla Sixtina?	Miguel Angel
263	4	Quien fue el Rey de los Dioses en la mitologia griega antigua?	Zeus
264	4	Quien era el dios romano del fuego?	Vulcano
265	4	Quien escribio "A Tale of Two Cities"?	Carlos Dickens
266	4	Quien escribio "Harry Potter"?	J.K. Rowling
267	4	Quien escribio la novela 'Miedo y asco en Las Vegas'?	Hunter S. Thompson
268	5	"Windows NT" utiliza un kernel monolitico.	Falso
269	5	Una Mac no es una PC	Falso
270	5	Una persona puede quemarse por el sol en un dia nublado.	Verdadero
271	5	La sangre de una babosa es verde.	Verdadero
272	5	Completa la siguiente analogia: Audi es a Volkswagen como Infiniti es a ?	Nissan
273	5	Los elefantes son fisicamente incapaces de saltar.	Verdadero
274	5	Ganimedes es la luna mas grande de que planeta?	Jupiter
275	5	Que componente de una computadora generalmente consume mas energia?	Tarjeta de video
276	5	Cuantas patas es biologicamente imposible que tenga un ciempies?	cien
277	5	Cuantos ceros hay en un gugol?	cien
278	5	En topologia, el complemento de un conjunto abierto es un conjunto cerrado.	Verdadero
279	5	En la escala de Scoville, cual es el quimico mas picante?	Resiniferatoxina
280	5	En la tabla periodica, el simbolo del potasio es la letra K.	Verdadero
281	5	Por cual fabricante de automoviles fue propiedad anterior de Jaguar Cars?	Ford
282	5	Los canguros guardan comida en sus bolsas junto a sus crias.	Falso
283	5	Las impresoras Laserjet e inkjet son ejemplos de que tipo de impresora?	Impresora sin impacto
284	5	En Twitter, cual era el limite original de caracteres para un Tweet?	ciento cuarenta
285	5	En que dispositivo de hardware de computadora se encuentra el chip BIOS?	Placa madre
286	5	En que mision se desintegro el transbordador espacial Columbia al reentrar?	STS-107
287	5	El acero es una aleacion de hierro y carbono.	Verdadero
288	5	El lenguaje de programacion C fue creado por este cientifico informatico estadounidense.	Dennis Ritchie
289	5	Que bus adicional agrego la arquitectura Harvard para microcontroladores?	Instruccion
290	5	El Sol se considera una estrella.	Verdadero
291	5	El smartphone T-Mobile Sidekick es una version rebautizada del Danger Hiptop.	Verdadero
292	5	El sistema operativo Windows 7 tiene seis ediciones principales.	Verdadero
293	5	El acronimo comun de programacion de software "I18N" proviene del termino "Interlocalization".	Falso
294	5	El numero decimal 31 en hexadecimal seria que?	1F
295	5	El plato Fugu, esta hecho de que familia de peces?	Pez globo
296	5	El equidna es un monotrema.	Verdadero
297	5	El primer CPU de nucleo dual fue el Intel Pentium D.	Falso
298	5	Cuantas camaras tiene el corazon humano?	Cuatro
299	5	Que organulo celular es conocido como "la central electrica de la celula"?	Mitocondria
300	5	En que pais se fabrico el Trabant 601?	Alemania Oriental
301	5	Que significa "hippopotamus" y en que idioma?	Caballo de rio (griego)
302	5	Que palabra de cinco letras es el lema de la compania IBM Computer?	Pensar
303	5	Que protocolo de internet fue documentado en RFC 1459?	IRC
304	5	En que se mide la radiacion?	Gris
305	5	Cual es la "central energetica" de la celula animal eucariota?	Mitocondria
306	5	Cual es el area de un circulo con un diametro de 20 pulgadas si  = 3.1415?	314.15 Pulgadas
307	5	Cual es la esperanza de vida promedio de un conejo domestico?	8-12 anos
308	5	Cual es la derivada de la aceleracion con respecto al tiempo?	Imbecil
309	5	Cual es el primer exponente de numero primo de Mersenne mayor a 1000?	mil doscientos setenta y nueve
310	5	Cual es el cuarto digito de ?	uno
311	5	Cual es el planeta mas caliente del Sistema Solar?	Venus
312	5	Cual es la formula matematica de la ley de Ohm?	V = I*R
313	5	Cual es el nombre dado a la capa 4 del modelo de Interconexion de Sistemas Abiertos (ISO)?	Transporte
314	5	Cual es el nombre del tema predeterminado que viene instalado con Windows XP?	Luna
315	5	Cual es el unico Problema del Premio del Milenio que ha sido resuelto hasta ahora?	Conjetura de Poincare
316	5	Cual es la central energetica de la celula?	Mitocondria
317	5	Cual es la velocidad de la luz en el vacio?	299.792.458 m/s
318	5	A que subordenamiento cientifico pertenece la familia Hyaenidae?	Feliformia
319	5	Que tipo de criatura es un Bonobo?	Simio
320	5	Que tipo de funcion es x2+2x+1?	Cuadratico
321	5	Cual es la raiz cuadrada de 49?	siete
322	5	Que tecnologia de distribucion variable de valvulas utiliza BMW?	VAIN
323	5	Que fabricante de neumaticos para automoviles es famoso por su linea "P Zero"?	Pirelli
324	5	A que clase de animales pertenecen los tritones?	Anfibio
325	5	Que empresa de Internet comenzo como una libreria en linea llamada 'Cadabra'?	Amazonas
326	5	Cual es el hueso mas largo del cuerpo humano?	Femur
327	5	Que planeta envio imagenes de la superficie la sonda espacial "Viking 1", comenzando en 1976?	Marte
328	5	Quien es el autor original del motor de fisica en tiempo real llamado PhysX?	NovodeX
329	5	Quien patento un motor de vapor que producia movimiento rotatorio continuo?	James Watt
330	6	"Stadium of Light" es el estadio de cual equipo de futbol?	Sunderland FC
331	6	En que puente comienza la regata anual Oxford y Cambridge?	Putney
332	6	Edson Arantes do Nascimento es el nombre completo de que legendario jugador de futbol?	Pele
333	6	Etihad Stadium es el estadio de casa de cual equipo?	Manchester City
334	6	En que provincia canadiense nacio el jugador de hockey Wayne Gretzky?	Ontario
335	6	Cuantas veces gano Bjorn Borg el Abierto de Francia?	6
336	6	En el futbol canadiense, cuantos puntos vale anotar un rouge?	uno
337	6	En un juego de snooker, de que color es la bola que vale 3 puntos?	Verde
338	6	En el boliche, cual es el termino usado para obtener tres golpes consecutivos?	Pavo
339	6	En golf, que nombre se le da a una puntuacion de dos bajo par en un hoyo?	Aguila
340	6	En que pais se celebraron los Juegos Olimpicos de Invierno de 2014 en la ciudad de Sochi?	Rusia
341	6	En que deporte se usa un "volante"?	Badminton
342	6	Roger Federer es un famoso jugador de futbol.	Falso
343	6	Shaquille O'Neal solo ha hecho un triple en su carrera.	Verdadero
344	6	El jugador de futbol Cristiano Ronaldo abrio un museo dedicado a si mismo.	Verdadero
345	6	Cual es el nombre del equipo afiliado de la AHL de los Boston Bruins?	Bruins de Providence
346	6	La temporada de F1 de 1994 se recuerda por que evento tragico?	Muerte de Ayrton Senna (San Marino)
347	6	De que ciudad estadounidense eran originalmente los Dodgers de Los Angeles?	Brooklyn
348	6	En que ano el Mazda 787B gano las 24 Horas de Le Mans?	1991
349	6	La cancha de tenis de los Juegos Olimpicos es una pantalla verde gigante.	Verdadero
350	6	En total hay 20 carreras en la temporada de Formula Uno 2016.	Falso
351	6	Que pais fue anfitrion de los Juegos Olimpicos de Invierno de 2014?	Rusia
352	6	Cual es la puntuacion de golf mas baja en la carrera de Tiger Woods?	sesenta y uno
353	6	Cual es el nombre completo del futbolista "Cristiano Ronaldo"?	Cristiano Ronaldo dos Santos Aveiro
354	6	Cual es el tipo de lanzamiento mas comun que lanzan los lanzadores en el beisbol?	Bola rapida
355	6	Cual es el nombre del estadio de casa del Manchester United?	Old Trafford
356	6	Cual es "El Deporte de Reyes"?	Carreras de Caballos
357	6	Que seleccion nacional gano la primera UEFA Nations League?	Portugal
358	6	A que equipo vencio Inglaterra en la semifinal para ganar la final de la Copa Mundial de 1966?	Portugal
359	6	A que equipo vencio Inglaterra para ganar la final de la Copa Mundial de 1966?	Alemania Occidental
360	6	Que herramienta presta su nombre a la ventaja de la ultima piedra en un end en Curling?	Martillo
361	6	Cual fue el promedio de bateo de Sir Donald Bradman en partidos de prueba?	99,94
362	6	En que ano se fundo el Bari Football Club italiano?	1908
363	6	Cuando se jugo el primer partido internacional oficial?	1872
364	6	Que afroamericano es en parte responsable de integrar las Grandes Ligas de Beisbol?	Jackie Robinson
365	6	Que club de futbol ingles tiene el apodo 'The Foxes'?	Leicester City
366	6	Que piloto de Formula 1 cambio de equipo a mitad de la temporada 2017?	Carlos Sainz Jr.
367	6	Que piloto de Formula Uno fue apodado 'El Profesor'?	Alain Prost
368	6	Que boxeador fue prohibido por morder la oreja de Evander Holyfield en 1997?	Mike Tyson
369	6	Que fabricante de automoviles gano las 24 Horas de Le Mans 2016?	Porsche
370	6	Que pais fue anfitrion de la Copa Mundial de la FIFA 2018?	Rusia
